Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
77,14:49:17,11,shade_1,old,9,20942.5,0,-0.517,0.0131,158,0.413,3.02,31.83,6,1.42,1,2.84,30.23,31.83,29.95,100.88,101.59,16.691,17.299,38.23,39.62,400.1,2001,4,98.87,6.41,-0.0287,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
78,14:51:14,11,shade_1,old,9,21059.5,0,-0.65,0.0134,124,0.417,2.99,31.73,6,1.42,1,2.84,30.20,31.73,29.93,49.80,50.74,16.713,17.328,38.35,39.76,400.1,2001,4,98.86,5.71,-0.0317,0.8,-0.22,2.74,1.00,0.00,0.16,111135,OK
79,14:53:12,11,shade_1,old,9,21178.0,0,-0.315,0.0139,131,0.433,2.99,31.76,6,1.42,1,2.84,30.20,31.76,29.94,99.79,100.20,16.747,17.385,38.41,39.88,400.1,2001,4,98.86,6.26,-0.0351,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
80,14:55:09,11,shade_1,old,9,21294.5,0,-0.188,0.0146,163,0.456,2.99,31.79,6,1.42,1,2.84,30.22,31.79,29.95,150.14,150.32,16.774,17.445,38.44,39.98,400.1,1999,4,98.86,6.9,-0.0282,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
81,14:57:10,11,shade_1,old,9,21415.5,0,0.478,0.0155,190,0.481,2.99,31.79,6,1.42,1,2.84,30.22,31.79,29.94,251.34,250.44,16.814,17.524,38.54,40.16,400.1,2000,4,98.86,7.66,-0.0303,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
82,14:59:08,11,shade_1,old,9,21534.0,0,0.905,0.0161,243,0.503,3,31.86,6,1.42,1,2.84,30.24,31.86,29.95,350.23,348.61,16.846,17.586,38.55,40.24,400.1,2000,4,98.86,8.17,-0.0364,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
83,15:01:06,11,shade_1,old,9,21651.5,0,2.13,0.0175,329,0.541,2.98,31.83,6,1.42,1,2.84,30.23,31.83,29.94,550.60,546.96,16.878,17.676,38.64,40.47,400.1,1999,4,98.86,8.71,-0.0333,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
84,15:03:05,11,shade_1,old,9,21771.0,0,3.36,0.0188,428,0.585,2.99,31.90,6,1.42,1,2.84,30.25,31.90,29.94,749.94,744.25,16.908,17.769,38.68,40.65,400.1,1999,5,98.86,8.66,-0.0404,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
85,15:05:22,11,shade_1,old,9,21907.5,0,5.04,0.021,566,0.653,2.99,31.96,6,1.42,1,2.84,30.24,31.96,29.94,1000.32,991.78,16.945,17.907,38.77,40.97,400.0,2000,4,98.85,7.54,-0.0377,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
86,15:07:21,11,shade_1,old,9,22026.5,0,6.69,0.0234,728,0.722,2.98,31.95,6,1.42,1,2.84,30.24,31.95,29.94,1250.24,1238.86,16.972,18.036,38.85,41.28,400.0,2001,4,98.85,5.74,-0.0391,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
87,15:09:26,11,shade_1,old,9,22151.5,0,8.16,0.026,920,0.799,2.96,31.95,6,1.42,1,2.84,30.27,31.95,29.94,1500.26,1486.25,16.997,18.173,38.83,41.52,400.1,2000,5,98.84,3.77,-0.0444,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
88,15:11:30,11,shade_1,old,9,22276.0,0,9.55,0.0284,1.12E+03,0.864,2.93,31.87,6,1.42,1,2.84,30.25,31.87,29.94,1750.14,1733.57,17.020,18.292,38.93,41.84,400.1,2001,4,98.84,0.456,-0.0443,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
89,15:13:44,11,shade_1,old,9,22409.5,0,10.9,0.0305,1.32E+03,0.917,2.91,31.83,6,1.42,1,2.84,30.25,31.83,29.95,2000.35,1981.32,17.062,18.412,39.03,42.11,400.1,1999,4,98.83,-3.23,-0.0497,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
90,15:15:47,11,shade_1,old,9,22532.5,0,11.4,0.032,1.56E+03,0.96,2.9,31.81,6,1.42,1,2.84,30.27,31.81,29.94,2250.50,2230.18,17.094,18.506,39.04,42.27,400.1,1999,4,98.83,-7.18,-0.0463,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
